id;RegNo;Name;Street;City;Phone;RT90NorthSouth;RT90EastWest;URL;IndustryCodes
0zzgs4GGbk;;Reem Rasmatalla;Ryds Allé 19;LINKÖPING;013-274681;6476033;1485820;;
y0SPZCCC5-;165569945586;Swedish Petfood AB;Dala 1;STENSTORP;0500-451390;6462640;1381640;;
ihMj-ObboJ;165567745525;Bangatans Beeh AB;Espås Backväg 12;LINDOME;031-7951400;6392389;1278394;;
zM2s-1G7eu;165564469236;Nya Storviks Verkstad AB;Tingsgatan 3B;STORVIK;0290-31720;6718601;1539862;;
~zxllPwnOU;165566206792;Pashion Cosmetics;Drottninggatan 53;STOCKHOLM;08-50574109;6581341;1628434;;
xxPs_mHHqb;165563004604;Hetos AB;Hjortstigen 8;DALARÖ;08-6435434;6562115;1649097;;
xSPCXOHHqb;;Monte Reid;Båtvägen 5;SOLLENTUNA;08-961880;6590792;1623587;;
iVdgjwwOU1;168982002050;Kalix Sameby;Korpikå 290;KALIX;0923-63030;7340717;1833039;;
zzWRZ544mn;195205161523;Hellboms Textil & Marin;Vårgårdsvägen 18;LINKÖPING;013-150434;6473937;1493684;;
0hdRR_4HGq;;Forum Roma;;;0498-50835;;;;
zzTP-XXXvm;165561944678;Ff Fastighetsservice AB;;;0771-330300;;;;
h~dTgRww-X;165568379217;Nn Um Lackprodukter AB;Bultvägen 7;UDDEVALLA;0522-89030;6476084;1268618;;
LzxlCmHHqb;165566855044;Hus och Form i Höllviken AB;;;040-453779;;;;
iyLSRj-nOU;198309177197;Axelsson Roger;Molkomsbacken 39;FARSTA;073-0466655;6571416;1630160;;
iVhgRPZZ_C;168832021805;Oregruppen;Strandvägen 1;FURUDAL;0258-10069;6783714;1463914;;
dxSgjC--4v;195209053569;Ae Celest Konsult;Lövskogsvägen 3;HÄSSLEHOLM;0451-80173;6226381;1373363;;
~~~gMZ55X4;165562698570;It Logistik Hans Montelius AB;Päronvägen 25;LUND;046-123432;6176879;1336350;;
LdWs4m11Gq;169696957993;Väddö Kanalkrog;Elmsta Udde 45;VÄDDÖ;070-2304667;6654628;1667804;;
iidgWCCC5-;169697227263;Storsjökrogen;Storgatan 25;FORSBACKA;026-35505;6722330;1559410;;
h~gs-n11Gq;196110110092;Robert Åkeby;Granrotsvägen 9;ENEBYBERG;08-7585899;6591677;1626982;;
xWW22XXXvm;165562445741;Q-Lär Britt Billingmark AB;Porla Gränd 2;ÖREBRO;019-222668;6569111;1463143;;
ddMZvm11Gq;167164188778;Fiskebyns Samfällighetsförening;Dyvik 3;VÄTÖ;0176-231424;6639571;1676464;;
Lgl5mnUUHG;168645001648;Bygdegården Rångedala;Bygatan 2;RÅNGEDALA;033-279071;6410861;1340889;;
yzddMZsss_;196211276917;Studio Puka;Kopparbergsvägen 16;VÄSTERÅS;021-122205;6610400;1541986;;
xRRRlC55X4;194908143961;Drivkraft Birgitta Wallin;Axtorpsvägen 50;UMEÅ;090-178840;7087661;1721595;;
~WZCObJKeu;165164024746;Raytheon Professional Services;Sågvägen 19;ÅKERSBERGA;070-2584626;6597920;1640458;;
hxM_wwww-X;198405260459;1 Service;;;08-55114477;;;;
0TRPj-4mOU;165590324991;Backaplan Spelcentrum AB;Backavägen 2;GÖTEBORG;031-224171;6406210;1270670;;
VhdgWPPP2Z;165567243950;Qness AB;Vasaplatsen 3;GÖTEBORG;031-7808589;6403683;1271323;;
VLzggMllj2;165561850586;Östra Hamnutfyllnaden;Östra Hamnen;HALMSTAD;035-190190;6286922;1319362;;
zTWWZXOO1H;165566142674;Rm Vision AB;Erik Dahlbergsgatan 30C;MALMÖ;040-124700;6166680;1322567;;
0SWlZvOO1H;195201233607;Granlund;Skalbaggevägen 18;ÅHUS;044-241607;6201933;1405924;;
iVLMsvmmmn;;SIAM Handelshus;;;018-552770;;;;
ydxxl_vvnO;165568171531;Skare Event & Nöje;Södra Smedjegatan 2;LULEÅ;0920-17510;7290194;1792552;;
idW2wvOO1H;195212043342;Samtalskraft;Ringtrastgränd 12;KLÅGERUP;040-440539;6165604;1338186;;
VgllC5OO1H;198301117522;Fröken Johanssons ekologiska salong;Vålsjö 31;JÄRVSÖ;070-2073155;6848663;1522820;;
zRl25-44mn;165567242580;Gbg Inom Vallgraven 3-4 AB;Stora Nygatan 17;GÖTEBORG;031-133122;6404346;1271588;;
VTMRlP--4v;196210200231;Finktek;Åsavägen 8;VISKAFORS;070-6413863;6393578;1323781;;
LM_4UbJJK7;194706010180;Monica Lindholm Rehabilitering och Utveckling;Rörstrandsgatan 11;STOCKHOLM;08-342503;6582031;1626788;;
zgMR_vHHqb;197008302957;Odisho Wilson Oraha;Kortedala Torg 7;GÖTEBORG;031-466660;6409247;1275379;;
VLxgjC--4v;169696426031;Drottningholms Barock Ensemble KB;Finn Malmgrens Väg 1B;JOHANNESHOV;08-102090;6577186;1630621;;
hMZs-n11Gq;169696245324;R&c Software HB;Folkparksvägen 7;LUND;046-395278;6177870;1334077;;
zxjwv1qqko;196709189374;Dh Bygg;Kroksjövägen 17;VÄRMDÖ;08-57022997;6578198;1655076;;
LgW2Z-vvnO;165567782320;Gothum AB;Storvägen 68A;LJUGARN;0498-493340;6360122;1674466;;
xM_vmqAA7e;165562735778;Nagrom AB;Eringsbodavägen 327;ERINGSBODA;0455-72010;6256619;1472056;;
xg2__v11Gq;165561535229;Granex Trading AB;Järseke;VINSLÖV;044-72022;6217534;1383834;;
dP5m1AKKeu;165560644501;Stora Ekeberg Resort;Kämpagatan 5;SKARA;0511-25900;6475789;1361881;;
~gglC4nnU1;165567500946;Bmf Service Sjöbo AB;Västergatan 8;SJÖBO;0416-18180;6168953;1367633;;
ixP-HoeecE;169696732016;G E i Eksjö HB;Österlånggatan 33;EKSJÖ;0381-16212;6394186;1450187;;
LzRw-UGGbk;169165100927;EUR Nordus & Björksten KB;Örnsätrabacken 156;SKÄRHOLMEN;08-978650;6576384;1620270;;
VxTM2wXXvm;196012077159;Fixarakuten M Gislander;Båtsman Stens Väg 25;SPÅNGA;08-56034743;6586664;1620368;;
0SMPj5mmOU;165562561109;AB Bärlisa;Röjeråsen 610;VIKARBYN;0248-21115;6759064;1455143;;
LzS2sXOO1H;165564866209;Rad o Rand AB;Krukmakargatan 46A;STOCKHOLM;08-152099;6579453;1627784;;
yhM_5Oqqko;165565137683;Beer & Beverage Consulting Global AB;Lilla Aggarps Väg 54-0;SVEDALA;040-401393;6154657;1336493;;
hTM_X1kkJA;165565758306;Carlsnas AB;Östra Karlsnäs;TECKOMATORP;0418-663377;6198143;1332001;;
ii~zSjCC5-;165567724496;Lokrume Trösk AB;Lokrume Tomase;VISBY;0498-275029;6399022;1663136;;
dT2wOk77uc;165567548358;Troglo AB;Stenlyckan;GÖTEBORG;031-554211;6411040;1269086;;
xSMPPwvvnO;165561381541;Lennart P.h. Persson AB;Visingsögatan 3;RYDEBÄCK;042-221889;6208401;1311072;;
Vzl25Oqqko;165566421441;Mexec Michael Edman Executive Consulting AB;Persikovägen 3;KNIVSTA;018-380376;6624596;1610547;;
xxWs_XvvnO;165567591341;Swedbank Företagsförmedling;Varnhemsgatan 12;SKÖVDE;0500-580270;6475328;1384858;;
0LW_41bboJ;165567752604;Polarctis AB;Östra Kesasjärv 44;ÖVERKALIX;0926-10233;7372143;1793078;;
~RjjwnU1Gq;165567587190;Vexers AB;Hästnäsvägen 89;SORUNDA;08-380883;6533650;1612727;;
hhLMls_C5-;169697321207;J Hägne Trading HB;Adolf Lemons Väg 41;TÄBY;08-51011938;6600013;1628427;;
LzSRCwmnU1;165565140901;Åkesson Musik i Visby AB;Söderväg 5;VISBY;0498-215680;6392238;1648296;;
xRsXUoeecE;165566353115;Winlord AB;Döbelnsgatan 7;UPPSALA;018-526640;6637536;1602417;;
hxRl_XmmOU;197306081998;Bns Bil- & Värmeservice;Sidensvansvägen 1;MOTALA;0141-211149;6489369;1454241;;
ddRljXGAAK;;Namunokommittén;Furuslätten 18;BILLDAL;031-914428;6391858;1268716;;
h~~TRPCC5-;165568031016;Accis Industriservice AB;Silkesvägen 10;VÄRNAMO;0370-341070;6340603;1392207;;
i~gs4qooAK;165567502850;Rgrm Nordic AB;;;08-7020020;;;;
iVhTlsww-X;165564286101;Vikboprodukter AB;Röda Stugans Gata 2;NORRKÖPING;011-122000;6496691;1524040;;
VSWlsvUUHG;165567659072;Christian Penno Barnkonsult AB;Fredrik Cösters Gata 4;HELSINGBORG;042-126444;6219119;1306309;;
idlZ5Uqqko;169697289552;Lillehallen Petanque KB;Tvetavägen 10;SÖDERTÄLJE;08-55011184;6562937;1603362;;
VhTP24OO1H;162120000142;Västertorps Gruppbostad;Slättgårdsvägen 101;HÄGERSTEN;08-50823130;6576360;1622265;;
Lxj2--444v;;Skånsk Bilbränsleekonomi Service;Håstenslöv;TECKOMATORP;0413-16994;6194771;1331944;;
00hSWP5-4v;;Micke;Sjösabrinken 6;BANDHAGEN;08-55119829;6573874;1627481;;
~g24vvqqko;;Hagalunds Byggservice i Nässjö AB;Hagalundsgatan 23;NÄSSJÖ;070-5915603;6392613;1434993;;
dl___4nnU1;165566964069;Brands2 AB;Näsby Allé 11;TÄBY;070-5464000;6591961;1629185;;
Vgj-4mO1Gq;168024787395;Stiftelsen Höj Rösten;Box 1719;STOCKHOLM;-;;;;
00zzSg22s_;197912148553;Sealc music productions AB;Expolaris Center;SKELLEFTEÅ;073-0706202;7192998;1745430;;
LxjZ5U11Gq;196007175190;Wallins Fastighetsservice i Göteborg;Jakobsdalsgatan 7;GÖTEBORG;031-406790;6403174;1273066;;
hTWZ-XnO1H;;Dsb Informatik Teleafdelningen;Järnvägsgatan 9;NÄSSJÖ;0380-515180;6392417;1433728;;
ddTgPs44mn;169697516434;Lolo-Jojo HB;Höstvägen 18;VÄXJÖ;0470-26175;6307807;1438430;;
00zdMZ55X4;165565745303;Ts Trading i Göteborg AB;Nobelgatan 25A;GÖTEBORG;031-845084;6405070;1273962;;
0LgjC511Gq;165564164571;Högkullen AB;Drakegatan 6;GÖTEBORG;031-7889600;6404283;1272798;;
Lgj55m1Hqb;195309219433;B Crespi Taxi;Sankt Paulsgatan 7;STOCKHOLM;08-6415317;6579687;1628927;;
~~WZwmmmOU;165564879566;Elt West AB;Sven Källfelts Gata 210;VÄSTRA FRÖLUNDA;031-683504;6402296;1265926;;
zWs_5v11Gq;162120000142;Sköndals Bollplan;Västra Varvsgatan 27;LULEÅ;08-944212;7290175;1792108;;
xSj2_4UUHG;165565963393;Jessica Grundström AB;Fornminnesvägen 47;BUNKEFLOSTRAND;040-980938;6160260;1321118;;
00L~SlssCw;165566331756;Mapi i Landskrona AB;Strandvägen 267;LANDSKRONA;0418-435140;6199636;1312616;;
xj_nUk77uc;165565063517;L & C i Lund AB;Svanegatan 6;LUND;046-189460;6177655;1335491;;
dTlCCmHHqb;165561087635;Distribuerade Datorsystem Nordmark AB;Katrinebergsbacken 18;STOCKHOLM;08-183237;6578918;1626464;;
ddTgMZ55X4;165561950246;Fysikaliska AB Östlund & Co;Stafettvägen 13;BORLÄNGE;0243-237770;6711754;1477731;;
~TPj2-nnU1;165562171701;Färila Maskintjänst AB;Hästhagsvägen 2;FÄRILA;0651-20727;6853620;1502232;;
xgj-mGJJK7;165563299063;Mireco AB;Björbovägen 76;BJÖRBO;0241-23300;6705089;1439689;;
xTgWsXOO1H;165567402507;Farmartjänst Kalmar - Öland AB;Träby 201;DEGERHAMN;070-3330753;6246978;1543448;;
dTgR_511Gq;165566369038;Tågarp Dala Gård AB;Svabesholms Gård;KIVIK;0414-70155;6171143;1401029;;
xWZX4HooAK;165563892065;Rörelseform i Molkom AB;Susan Vinds Väg 6;MOLKOM;0553-10939;6610578;1381599;;
0zRs5-nnU1;165567937114;Abundi Psykolog AB;Talja Högklint 1-2;FLEN;070-3807691;6550128;1546208;;
y0zxPC44mn;165565891370;H Å Bergqvist i Järbo AB;Bränne Backe 2;JÄRBO;0290-71031;6734066;1542984;;
zglP55XXX4;165563522316;Swedish HealthCare AB;Norra Vallgatan 70;MALMÖ;040-6118200;6167768;1323083;;
VzRCCmHHqb;165561994699;Miljöekonomi F. Mårtensson AB;Månstorpsvägen 9;HÖGANÄS;042-349787;6234268;1298526;;
VL~WR_XXvm;165563296408;Avientum AB;Florettvägen 14B;ÅKERSBERGA;08-54062826;6597205;1642739;;
0SlCXUbboJ;165561958157;Agrilund Trading AB;;;035-211633;;;;
xl2-vGJJK7;165564647393;Bioion AB;Ingvarsgatan 51;UPPSALA;018-221674;6641091;1602444;;
xTgs-UbboJ;165565736161;Nobus Active Cooperation And Administration AB;Höjdkroken 7;MUSKÖ;08-50046340;6545461;1634962;;
0Sl25Oqqko;165566639455;Nordic Industry Development AB;Vårgärdsvägen 51;SALTSJÖBADEN;08-7176886;6573886;1642261;;
LgMPCmHHqb;165566367545;Ulf Tidbeck AB;Örnsbergsvägen 9;HÄGERSTEN;08-885045;6578223;1624329;;
yzzzdRZZ_C;165562093426;Team Rotor i Borlänge AB;Skärsjö 13;BORLÄNGE;0690-61435;6698311;1485485;;
hT22-UbboJ;165566495627;Leceders AB;Norrängsgatan 9;HUSKVARNA;036-131965;6410596;1408873;;
xP225Oqqko;165566333034;Swerus Ukraine Group AB;Centrumslingan 49;SOLNA;08-820166;6584232;1624773;;
hSTg2-nnU1;165566596358;Marianne Bull Consulting AB;Föreningsgatan 3A;GÖTEBORG;031-7115826;6403098;1270871;;
xPCmq7aaB6;165567011571;Företagsträdgården AB;Älvsätersvägen 5;ÅTORP;0586-730274;6555743;1417296;;
xxW25Oqqko;165566374178;Baylander Holding AB;Älta Strandväg 31;ÄLTA;08-7730993;6574055;1635068;;
i~WR_v11Gq;165566574744;Texincom AB;Smidesvägen 2;STAFFANSTORP;046-250795;6172527;1337301;;
zxTlC5UUHG;165568119621;Syversen Livflotteservice AB;Långevik 60;VÄJERN;0523-32410;6483166;1234477;;
y0~xMZ55X4;165564734100;Altonova AB;Militärvägen 11;VAXHOLM;08-7561378;6589491;1647935;;
~TglwnGGbk;165567218713;Arvax Invest AB;Arholmavägen 29;ENEBYBERG;08-7681980;6591533;1626502;;
zWs_wnGGbk;165563229995;Örträsk Industri AB;Storgatan 85;ÖRTRÄSK;0932-30105;7118227;1654737;;
~Sjs5Oqqko;165564769395;Dmc Kvalitetssystem AB;Sörhallspromenaden 23;GÖTEBORG;031-7792410;6404437;1268469;;
yS2_-UbboJ;165564791662;Sivert Lindblom AB;Grev Magnigatan 10;STOCKHOLM;08-6601062;6581370;1629890;;
dM_4nkKKeu;196510262733;Europaförmedlaren;Nygatan;TRELLEBORG;0410-46992;6141428;1332342;;
idMl2-nnU1;165564306545;Skystable AB;Ede 131;STÖDE;0691-12101;6924458;1535203;;
~W___---4v;168690010130;Stolastiftelsen;Strö Stola Herrgård 1;LIDKÖPING;0510-18114;6500100;1341803;;
VTM22XOO1H;165562369586;Wibewa Invest AB;Åsögatan 102;STOCKHOLM;08-6422881;6579047;1629075;;
~g24nUGqko;165566956693;Ranniger & Son AB;Klåddegärdevägen 2;HINDÅS;070-8371606;6403946;1299004;;
h~RP2CnnU1;165568263502;Stånggren Education AB;Upplandsgatan 29C;STOCKHOLM;08-313526;6582006;1627823;;
hLWl5Oqqko;165567493480;Veckla Re AB;Carl Herslowsgatan 9;MALMÖ;040-405447;6166636;1322626;;
LxP-HAccaQ;165565200093;Euronetics Infotech AB;Lyckhemsvägen 7;LINKÖPING;013-50190;6471988;1485618;;
dS22sv11Gq;165567603740;Botian AB;Thorild Wulffsgatan 55;GÖTEBORG;031-415151;6401327;1270024;;
000zlC44mn;165567596407;R Ingenuity AB;Kläppestigen 21;HOVÅS;031-286220;6394974;1269367;;
zSP_CnGGbk;165563423747;Devika AB;Lillehemsvägen 160;DEGEBERGA;044-351088;6184245;1394195;;
dWRCCnGGbk;165565260444;Finaredin Förvaltnings AB;Prostens Väg 7;TRELLEBORG;0410-42372;6142868;1331998;;
LxW__mHHqb;165565350195;Anina Söderlund AB;Parkvägen 12;HÖLLVIKEN;040-450875;6143729;1317695;;
hL~gsmqboJ;197601014272;Res-Lysten i Värmland;Björkvägen 14;DEJE;0221-82255;6612693;1367727;;
y0dTglZ_w5;165568597677;Thells i Huskvarna AB;Box 26;HUSKVARNA;036-120500;;;http://thells.nu;
dWP2-v1Hqb;165567787907;Lek O Bus i Nacka AB;Cylindervägen 4;NACKA STRAND;08-7160700;6579560;1634289;www.lekobusstockholm.se;
zgR_-4UHGq;168020145242;Antidiskrimineringsbyrån Alby;Bellmansgatan 15;STOCKHOLM;08-53191110;6579654;1628722;www.adb-stockholm.org;
xTgWsCww5-;165566521695;Bokskogens Hem AB;Kialt 3584;VINSLÖV;044-85007;6217623;1379854;www.bokskogenshem.se;
0xP_nk7euc;165565175600;AB Ramona Arbetsbåt;Stopvägen 78;BROMMA;08-7042540;6581517;1621726;www.actionsportmassan.se;
~Tj54UHK7e;165567315907;Sigma Emprove AB;Dockplatsen 1;MALMÖ;040-6622000;6168669;1322658;www.sigma.se;
~SMs44GGbk;165566139951;Röstkonsulten Carina Engström AB;Träffgatan 4;HANDEN;08-4485220;6563861;1634789;www.roestkonsulten.com;
ySl2C54HGq;;Sandhammaren Byggnads AB;Box 59;TOMELILLA;0417-19690;;;www.sandhammarenbyggnads.se;
Ldls-1kJAK;165566284104;maringuiden.se;Varlabergsvägen 16;KUNGSBACKA;031-932600;6380254;1274909;www.maringuiden.se;
zSls41Gbko;196401212029;2 Just Radio 89;Box 1025;VISBY;0498-217892;;;www.justradio.nu;
0zTjs41HGq;165561286559;PostNord Företagscenter;Färögatan 3;KISTA;020-232221;6588844;1621770;www.posten.se;
VVLggl2_Cw;197808116912;Rescue Education;Nyhammar 5;KOLSVA;08-55922453;6618076;1497177;www.rescue-education.com;
hxj2XX4nOU;165566788583;Idunkliniken;Västergatan 38;MALMÖ;040-6602020;6167635;1322797;www.idunkliniken.se;
dMWZ4q7cEa;194305230056;Positivhalare;Svartviksslingan 108;BROMMA;08-252558;6581843;1624314;www.positivspel.com;
~dgP2CnOU1;162120002759;Klubbgärdets Skolenhet Årskurs F-6 Tallbacka Mellangård;Torsgatan 6;PITEÅ;0911-696636;7256432;1764888;www.pitea.se;
zxgsC4m1HG;198106092409;Bibot Kommunikation;Viktoriagatan 19;GÖTEBORG;031-3609003;6403266;1271138;www.bibot.se;
VS2_vbuEaQ;196908064022;Fyledalens Hundhotell;Kumleröd;SJÖBO;0416-15100;6163766;1371382;www.fyledalens.se;
0LdlwnbAK7;165566427356;Rendera Såddkapital AB;Platensgatan 29;LINKÖPING;013-203293;6477218;1489020;www.rendera.se;
hLMM2_vU1H;165566460761;Keops Terminalen AB;Terminalgatan 1;HELSINGBORG;042-134819;6217160;1306087;www.keops.dk;
xTljZ_CX4v;165566080148;Packaging International Technology Sweden AB;Kabelvägen 17;NORRKÖPING;011-158300;6497263;1519200;www.pakitsweden.se;
iySSMsw-X4;165565889093;Natti Natti AB;Kungsgatan 57B;STOCKHOLM;08-4414830;6581400;1628180;www.nattinatti.se;
LxgljCm1HG;165566892260;Skycash AB;Umestan;UMEÅ;090-8888006;7088549;1719231;www.betala.se;
VglC4OUUU1;165560013251;Lesjöfors AB;Köpmannagatan 2;KARLSTAD;054-137750;6586151;1369162;www.lesjoforsab.com;
zgPPZXOkoJ;;Boing Klubben;Box 877;MALMÖ;040-6654180;;;www.boingklubben.se;
dggj51HoJA;165567689848;Svevia;Fångögatan 2;LINKÖPING;013-244660;6477946;1492541;www.svevia.se;
~~gMMMMMMW;;Frans Vvs AB;Surteby Enelyckan;BJÖRKETORP;0320-60030;6373752;1302717;www.fransvvs.se;
~zSMPZC-X4;165566118443;Boukefs Privataskola AB;Kungsörnsgatan 3;MALMÖ;040-81938;6163112;1323612;www.boukefsprivatskola.se;
hdg2Zv1HHG;168024004825;TRR Trygghetsrådet;Norra Kungsgatan 3;GÄVLE;020-877877;6729296;1573197;www.trr.se;
y~TPCnOoJA;169696219683;Delgivningscentralen;Box 429;GÖTEBORG;031-7393280;;;www.vastragotaland.polisen.se;
hdljj-Ubko;197501204031;Breakfastdesign;Monbijougatan 17G;MALMÖ;070-5835791;6166353;1323763;www.breakfastdesign.nu;
LzgR_-UGqb;165565608832;Svenska Investerings Institutet AB;Släggbacken 9;SOLNA;08-6622600;6583336;1624331;www.sii.se;
LTMWCC5mnO;197610181955;DA Konsult;Myra Västergård 2;VRETA KLOSTER;070-4823140;6482161;1478907;www.dakonsult.se;
VgRRs5---X;165562548916;Öl & Vinbolaget Partaj;Drottninggatan 35;KARLSTAD;054-152551;6586552;1368781;www.partaj.se;
hTWCXnnnU1;165164046053;Optimum ASA;Kungsportsavenyen 1;GÖTEBORG;031-7783400;6403895;1271558;www.optimum-advisor.se;
hMP22555X4;;Tur i Natur;Rotevägen 3;KALLINGE;0457-24277;6235735;1468584;www.turinatur.se;
yVLgl2ssCw;194811193517;Tiamo Sweden Jan Rickard;Bernhard Pers Väg 9;GÄRSNÄS;0414-50110;6158415;1397527;www.vallby-salarp.se;
zR_CXUUbko;165566283791;Nord Trade International AB;Box 402;UPPSALA;018-423200;;;www.nordtrade.net;
LTZ4vGqqko;;Nortec Laundry Solution A/S;E A Rosengrens Gata 29B;VÄSTRA FRÖLUNDA;031-7091100;6398459;1269020;www.nortec.se;
VSP-mnnGqb;165566904800;Media Markt;Dialoggatan 2;KUNGENS KURVA;077-0778787;6573825;1620005;www.mediamarkt.se;
VgZwXUkucE;;Trästället;Skyrup;TYRINGE;0451-53299;6224158;1366609;www.trastallet.se;
0dxRRsCC5-;169697382753;Psykoterapigruppen Via Insikt;;;08-55925302;;;www.viainsikt.se;
zRsmnoEfD.;165567065569;Global Invest AB;Stora Torget 3;LINKÖPING;021-141185;6476381;1489243;www.globalinvest.se;
0SWsC41koJ;196602095058;Janson Edmund;Haga Östergata 22;GÖTEBORG;031-131250;6403650;1270758;www.maritrain.se;
dxW_wOJEaQ;197004270596;Wahlström Christian;Sandhamn Eknö 1;SANDHAMN;08-57153404;;;www.anglobe.se;
ySSlP5XOU1;;BLQ System;;;031-3608953;;;www.blq.se;
xMsXGJJcEa;165566830427;Addici Communication AB;Drottninggatan 16;LINKÖPING;0771-537171;6476218;1489651;www.addici.com;
0Tj2s_mnnO;165564903556;Cyncsis Mgmt Solution AB;Frösundaviks Allé 15;SOLNA;08-6552623;6585290;1626502;www.cyncsis.com;
~xjs5XGK7e;168850007785;Arkiv Gävleborg;Fältskärsleden 10;GÄVLE;026-108870;6729111;1573886;www.arkivgavleborg.se;
0VzRssXOU1;165164040742;Crosskey Banking Solutions AB Ltd Finland Filial;Kungsbron 1;STOCKHOLM;08-7914900;6581296;1628010;www.crosskey.se;
ixglCn11Gq;197804070493;Jv Montage & Inredning;Kransbindarvägen 20;HÄGERSTEN;070-7364966;6577807;1625147;www.jvmontage.se;
ixRZwvmmOU;197003118911;Talskrivare Per Malmqvist;Ted Gärdestads Plats;SOLLENTUNA;08-59994007;6588685;1624161;www.permalmqvist.com;
zTZCOUUJAK;;Vb Rajala Design;Dymmelkärrsvägen 31;TULLINGE;073-5665810;6568481;1620607;www.vbrajaladesign.se;
0VV~zdPjj2;165567689848;Svevia;Umevägen 11;ÅSELE;0941-10521;7119053;1576293;www.svevia.se;
zxWPZ4mbko;168176070269;Stallarholmens Vikingar;Nybble;STALLARHOLMEN;076-8487075;6591779;1577735;www.stallarholmensvikingar.se;
zM2smkooAK;196708300048;Doggystyling;Ledungsvägen 18;EKERÖ;070-7977733;6573727;1614882;www.doggystyling.se;
y~xPZ55U1H;165566820063;Tony Linder Maskin AB;Vitsandsvägen 82;TORSBY;0560-13103;6673937;1344871;www.lindermaskin.se;
LLg2ZCnbko;165567162978;Media Markt;Koppargatan 30;NORRKÖPING;077-0778787;6500012;1520274;www.mediamarkt.se;
~dxP2X4Gqb;;MIKSO Au-Pairförmedling;Täktholvägen 21;BORLÄNGE;0243-230298;6713200;1467228;www.mikso.se;
dgMR2ZZZ_C;165564728987;Nöjesfabriken i Jönköping;Rogberga 3;TENHULT;070-5712222;6401853;1409258;www.riddersberg.com;
xMRCXmkucE;;STAEDTLER Nordic A/S;;;040-930880;;;www.staedtlernordic.dk;
zSlP5XnnU1;165564802782;ScanAm Global Logistics AB;Nellickevägen 22;GÖTEBORG;031-7421230;6402357;1273041;http://www.scangl.com;
VxSPw4vvnO;165567518435;Tmt Design AB;Småbåtsvägen 4;TRANÅS;0140-386990;6435913;1452359;www.tmtdesign.se;
0~dgM_nbko;195105167000;RXK Läromedel;Terrängvägen 30;JÄRFÄLLA;076-7907981;6592000;1613874;www.rxk.se;
xgs41oKKeu;;Trädservice AB;Spelmansvägen 8;KUNGSÄNGEN;070-7436438;6600393;1610472;www.tradservice.se;
LLTWsCCC5-;165568172877;SSHA Svenska Stålgruppen;Garnisonsgatan 25;HELSINGBORG;042-323422;6220952;1308521;www.ssha.se;
~SjjssssCw;198008150636;Lilla Gnistan;Hjortrongatan 44;UPPSALA;070-7385083;6639787;1606580;www.lillagnistan.se;
VxRCXnUUHG;165569321937;SP Entreprenad AB;Kilsundsgatan 5;BORÅS;033-102630;6403899;1328329;www.speab.se;
yddMl511Gq;;Blomstra personlig blomdesign;Hällestadsvägen 43;LJUNGSBRO;073-8739680;6488403;1483245;www.blomstra.in;
hSWRllj-X4;196607062772;Pelz Elektronik;Allbogatan 6;LIATORP;0476-42088;6283150;1406196;www.pelzelektronik.se;
hSl25XOO1H;169696799460;Bolagsdoktorn Bolagsexperten;Hitech Building;STOCKHOLM;08-12201547;6581415;1628594;www.bolagsdoktorn.se;
VhgssmHHqb;165566630470;Åsa Lundberg Design AB;Hollywoodvägen 137;SOLLENTUNA;073-5872305;6598030;1618482;freshdesign.se;
yy~dMZs_w5;165568806730;Matteushemmet AB;Nya Hjälmseryd 21;RÖRVIK;0382-24150;6347006;1421985;www.matteushemmet.nu;
000xxl22s_;165567553655;AB Amygdalus;Jungfrugatan 18;STOCKHOLM;08-6620170;6581822;1629585;www.amygdalus.se;
yyLgsmOO1H;165566628664;Initiativ JJ AB;Birger Jarlsgatan 31;STOCKHOLM;070-9251743;6581849;1628841;www.initiativ.com;
xPjZvqkkJA;195301284377;Psykolog Tommy Gullberg;Stortorget 17;MALMÖ;076-7873366;6167590;1323157;www.tommygullberg.se;
iVzg2C55X4;165567640874;Skandiaweb Malmö AB;Östra Förstadsgatan 34;MALMÖ;040-6800200;6167686;1324460;www.skandiaweb.com;
0Tl2CmGGbk;165567854905;Attraq Sweden AB;Mariehällsvägen 37;BROMMA;08-40020488;6584482;1622193;www.attraq.com;
VhdWj---4v;165567534663;Kroppsterapikonsult AB;Butängsgatan 40B;NORRKÖPING;011-100470;6497205;1521771;www.kroppsterapikonsult.se;
LMsCvqqqko;165567557805;Chicaboom AB;Storgatan 44;LYCKSELE;0950-37400;7168883;1637408;www.chicaboom.se;
zdM2wwvvnO;165565877114;Lakvik Log AB;Lakvik Gården;ÅTVIDABERG;070-2384461;6464353;1512904;www.lakvik.se;
LT2XHqAA7e;165567689848;Svevia;Brogårdsgatan;VETLANDA;0381-14390;6365994;1456611;www.svevia.se;
xgW2Z5mmOU;167696205710;Morjärvs Framtid Ekonomisk Förening;Smedjegatan 11;MORJÄRV;0923-50001;7346755;1811967;www.morjarv.eu;
VVdW__www5;165563172971;Sturup IFR Center;Sturup Flygplats;MALMÖ-STURUP;040-500002;6159401;1346008;www.sturupifrcenter.se;
dWlC--OO1H;169169515815;Sonic Design HB;Skrytvägen 27;FÄRILA;0651-23005;6852841;1504705;www.sonicdesign.se;
0dTl__www5;165564717899;Kulturbolaget KB;Bergsgatan 18;MALMÖ;040-302011;6166358;1323721;www.kulturbolaget.se;
